# x y z rgb confidence size
-9.363018989562988 -4.9198431968688965 0.07559999823570251 8190976.0 1.0 2.0
-9.363018989562988 -4.9198431968688965 0.07559999823570251 8190976.0 2.0 2.0
-9.363018989562988 -4.9198431968688965 0.07559999823570251 8190976.0 3.0 2.0
-9.363018989562988 -4.9198431968688965 0.07559999823570251 8190976.0 4.0 2.0
-9.363018989562988 -4.9198431968688965 0.07559999823570251 8190976.0 5.0 2.0
-9.363018989562988 -4.9198431968688965 0.07559999823570251 8190976.0 6.0 2.0
-9.363018989562988 -4.9198431968688965 0.07559999823570251 16711680.0 7.0 2.0
-9.363018989562988 -4.9198431968688965 0.07559999823570251 16711680.0 8.0 2.0
-9.363018989562988 -4.9198431968688965 0.07559999823570251 16711680.0 9.0 2.0
-9.363018989562988 -4.9198431968688965 0.07559999823570251 16711680.0 10.0 2.0
-9.363018989562988 -4.9198431968688965 0.07559999823570251 16711680.0 11.0 2.0
-9.363018989562988 -4.9198431968688965 0.07559999823570251 16711680.0 12.0 2.0
-9.363018989562988 -4.9198431968688965 0.07559999823570251 16711680.0 13.0 2.0
-9.363018989562988 -4.9198431968688965 0.07559999823570251 16711680.0 14.0 2.0
-9.363018989562988 -4.9198431968688965 0.07559999823570251 16711680.0 15.0 2.0
-9.363018989562988 -4.9198431968688965 0.07559999823570251 16711680.0 16.0 2.0
-9.363018989562988 -4.9198431968688965 0.07559999823570251 16711680.0 17.0 2.0
-9.363018989562988 -4.9198431968688965 0.07559999823570251 16711680.0 18.0 2.0
-9.363018989562988 -4.9198431968688965 0.07559999823570251 16711680.0 19.0 2.0
-9.363018989562988 -4.9198431968688965 0.07559999823570251 16711680.0 20.0 2.0
-9.363018989562988 -4.9198431968688965 0.07559999823570251 16711680.0 21.0 2.0
-9.363018989562988 -4.9198431968688965 0.07559999823570251 16711680.0 22.0 2.0
-9.363018989562988 -4.9198431968688965 0.07559999823570251 16711680.0 23.0 2.0
-9.363018989562988 -4.9198431968688965 0.07559999823570251 16711680.0 24.0 2.0
-9.363018989562988 -4.9198431968688965 0.07559999823570251 16711680.0 25.0 2.0
-9.363018989562988 -4.9198431968688965 0.07559999823570251 16711680.0 26.0 2.0
-9.363018989562988 -4.9198431968688965 0.07559999823570251 16711680.0 27.0 2.0
-9.363018989562988 -4.9198431968688965 0.07559999823570251 16711680.0 28.0 2.0
-9.363018989562988 -4.9198431968688965 0.07559999823570251 16711680.0 29.0 2.0
-9.363018989562988 -4.9198431968688965 0.07559999823570251 16711680.0 30.0 2.0
-9.363018989562988 -4.9198431968688965 0.07559999823570251 16711680.0 31.0 2.0
-9.363018989562988 -4.9198431968688965 0.07559999823570251 16711680.0 32.0 2.0
-9.363018989562988 -4.9198431968688965 0.07559999823570251 16711680.0 33.0 2.0
-9.363018989562988 -4.9198431968688965 0.07559999823570251 16711680.0 34.0 2.0
-9.363018989562988 -4.9198431968688965 0.07559999823570251 16711680.0 35.0 2.0
-9.363018989562988 -4.9198431968688965 0.07559999823570251 16711680.0 36.0 2.0
-9.363018989562988 -4.9198431968688965 0.07559999823570251 16711680.0 37.0 2.0
-9.363018989562988 -4.9198431968688965 0.07559999823570251 16711680.0 38.0 2.0
-9.363018989562988 -4.9198431968688965 0.07559999823570251 16711680.0 39.0 2.0
-9.363018989562988 -4.9198431968688965 0.07559999823570251 16711680.0 40.0 2.0
-9.363018989562988 -4.9198431968688965 0.07559999823570251 16711680.0 41.0 2.0
-9.363018989562988 -4.9198431968688965 0.07559999823570251 16711680.0 42.0 2.0
-9.363018989562988 -4.9198431968688965 0.07559999823570251 16711680.0 43.0 2.0
-9.363018989562988 -4.9198431968688965 0.07559999823570251 16711680.0 44.0 2.0
-9.363018989562988 -4.9198431968688965 0.07559999823570251 16711680.0 45.0 2.0
-9.363018989562988 -4.9198431968688965 0.07559999823570251 16711680.0 46.0 2.0
-9.363018989562988 -4.9198431968688965 0.07559999823570251 16711680.0 47.0 2.0
-9.363018989562988 -4.9198431968688965 0.07559999823570251 16711680.0 48.0 2.0
-9.363018989562988 -4.9198431968688965 0.07559999823570251 16711680.0 49.0 2.0
-9.363018989562988 -4.9198431968688965 0.07559999823570251 16711680.0 50.0 2.0
-9.363018989562988 -4.9198431968688965 0.07559999823570251 16711680.0 51.0 2.0
-9.363018989562988 -4.9198431968688965 0.07559999823570251 16711680.0 52.0 2.0
-9.363018989562988 -4.9198431968688965 0.07559999823570251 16711680.0 53.0 2.0
-9.363018989562988 -4.9198431968688965 0.07559999823570251 16711680.0 54.0 2.0
-9.363018989562988 -4.9198431968688965 0.07559999823570251 16711680.0 55.0 2.0
-9.363018989562988 -4.9198431968688965 0.07559999823570251 16711680.0 56.0 2.0
-9.363018989562988 -4.9198431968688965 0.07559999823570251 16711680.0 57.0 2.0
-9.363018989562988 -4.9198431968688965 0.07559999823570251 16711680.0 58.0 2.0
-9.363018989562988 -4.9198431968688965 0.07559999823570251 16711680.0 59.0 2.0
-9.363018989562988 -4.9198431968688965 0.07559999823570251 16711680.0 60.0 2.0
-9.363018989562988 -4.9198431968688965 0.07559999823570251 16711680.0 61.0 2.0
-9.363018989562988 -4.9198431968688965 0.07559999823570251 16711680.0 62.0 2.0
-9.363018989562988 -4.9198431968688965 0.07559999823570251 16711680.0 63.0 2.0
-9.363018989562988 -4.9198431968688965 0.07559999823570251 16711680.0 64.0 2.0
-9.363018989562988 -4.9198431968688965 0.07559999823570251 16711680.0 65.0 2.0
-9.363018989562988 -4.9198431968688965 0.07559999823570251 16711680.0 66.0 2.0
-9.363018989562988 -4.9198431968688965 0.07559999823570251 16711680.0 67.0 2.0
-9.363018989562988 -4.9198431968688965 0.07559999823570251 16711680.0 68.0 2.0
-9.363018989562988 -4.9198431968688965 0.07559999823570251 16711680.0 69.0 2.0
-9.363018989562988 -4.9198431968688965 0.07559999823570251 16711680.0 70.0 2.0
-9.363018989562988 -4.9198431968688965 0.07559999823570251 16711680.0 71.0 2.0
-9.363018989562988 -4.9198431968688965 0.07559999823570251 16711680.0 72.0 2.0
-9.363018989562988 -4.9198431968688965 0.07559999823570251 16711680.0 73.0 2.0
